record_id,title,year,doi,pmid,authors,decision,layer_tag,reason
YoungJefferson2023uu5923,Effects of Differential Cognitive Effort and Depression in Question-Answering Situations,2023,10.58809/syuu5923,,"Young, Jefferson",exclude,,insufficient effort+outcome overlap
WahlersJustinN2025000393,Measuring subjective mental effort as an aversive and enjoyable phenomenon.,2025,10.1037/mot0000393,,"Wahlers, Justin N. and Garrison, Katie E. and Hart, William P.",include,general,effort:mental effort; outcome:aversive
ForestierCyril2020n3yb4,Ego-depletion or mental fatigue?  Commentary: “Strong Effort Manipulations Reduce Response Caution: A Preregistered Reinvention of the Ego-Depletion Paradigm”,2020,10.31236/osf.io/n3yb4,,"Forestier, Cyril and Chalabaev, Aïna",exclude,,insufficient effort+outcome overlap
ForestierCyril2020ekzsv,Ego-depletion or mental fatigue?  Commentary: “Strong Effort Manipulations Reduce Response Caution: A Preregistered Reinvention of the Ego-Depletion Paradigm”,2020,10.31219/osf.io/ekzsv,,"Forestier, Cyril and Chalabaev, Aïna",exclude,,insufficient effort+outcome overlap
HurleyPatrickJoseph2021sy2mw,Reconceptualizing Ego Depletion as Transient Cognitive Fatigue,2021,10.31234/osf.io/sy2mw,,"Hurley, Patrick Joseph",exclude,,insufficient effort+outcome overlap
SubirMarta201865c59b,Ventromedial prefrontal cortex glutamate is associated with fear extinction recall and cognitive behavior therapy outcome in OCD,2018,10.26226/morressier.5b681764b56e9b005965c59b,,"Subirà, Marta",exclude,,insufficient effort+outcome overlap
HurleyPatrickJ2021797263,Reconceptualizing Ego Depletion as Transient Cognitive Fatigue,2021,10.2139/ssrn.3797263,,"Hurley, Patrick J.",exclude,,insufficient effort+outcome overlap
EmbreyJakeRyan20259cvv2,Are metabolic costs needed to explain cognitive fatigue?,2025,10.31234/osf.io/qt9cv_v2,,"Embrey, Jake Ryan and Inzlicht, Michael",exclude,,insufficient effort+outcome overlap
MehrhofSaraZ20244bkm9,A cognitive signature of metabolic health in effort-based decision-making,2024,10.31234/osf.io/4bkm9,,"Mehrhof, Sara Z. and Fleming, Hugo Alexander and Nord, Camilla",exclude,,insufficient effort+outcome overlap
RussellVA2000225512,Increased Glutamate-Stimulated Norepinephrine Release from Prefrontal Cortex Slices of Spontaneously Hypertensive Rats,2000,10.1023/a:1011175225512,,"Russell, V.A. and Wiggins, T.M.",exclude,,insufficient effort+outcome overlap
AshleyEShortz2015566052,The effect of cognitive fatigue on prefrontal cortex correlates of neuromuscular fatigue in older women,2015,10.1186/s12984-015-0108-3,26689713,Ashley E. Shortz and A. Pickens and Qi Zheng and Ranjana K. Mehta,exclude,,insufficient effort+outcome overlap
KarakurtHamzaUmut2022yac012,"<i>In silico</i> analysis of metabolic effects of bipolar disorder on prefrontal cortex identified altered GABA, glutamate-glutamine cycle, energy metabolism and amino acid synthesis pathways",2022,10.1093/intbio/zyac012,,"Karakurt, Hamza Umut and Pir, Pınar",exclude,,insufficient effort+outcome overlap
LeMelledoJeanMichel2017b52ba0,Glutamate levels in the medial prefrontal cortex during pregnancy,2017,10.26226/morressier.5971be81d462b80290b52ba0,,"Le Melledo, Jean-Michel",exclude,,insufficient effort+outcome overlap
ShirayamaYukihiko201711006,"Myo-inositol, Glutamate, and Glutamine in the Prefrontal Cortex, Hippocampus, and Amygdala in Major Depression",2017,10.1016/j.bpsc.2016.11.006,,"Shirayama, Yukihiko and Takahashi, Michio and Osone, Fumio and Hara, Akira and O",exclude,,insufficient effort+outcome overlap
GrimmSimone2012nsr056,Prefrontal cortex glutamate and extraversion,2012,10.1093/scan/nsr056,,"Grimm, Simone and Schubert, Florian and Jaedke, Maren and Gallinat, Jürgen and B",exclude,,insufficient effort+outcome overlap
WrightRexA201302016,When fatigue promotes striving: Confirmation that success importance moderates resource depletion influence on effort-related cardiovascular response,2013,10.1016/j.biopsycho.2013.02.016,,"Wright, Rex A. and Patrick, Brett M. and Thomas, Casey and Barreto, Patricia",exclude,,insufficient effort+outcome overlap
ArthurCullySean2023314667,Lateral prefrontal cortex thickness is associated with stress but not cognitive fatigue in exhaustion disorder,2023,10.3389/fpsyt.2023.1314667,,"Arthur Cully, Sean and Björnsdotter, Malin",exclude,,insufficient effort+outcome overlap
RadelRmi20170480x,Saving mental effort to maintain physical effort: a shift of activity within the prefrontal cortex in anticipation of prolonged exercise,2017,10.3758/s13415-016-0480-x,,"Radel, Rémi and Brisswalter, Jeanick and Perrey, Stéphane",exclude,,insufficient effort+outcome overlap
CullySeanArthur2024431572,Corrigendum: Lateral prefrontal cortex thickness is associated with stress but not cognitive fatigue in exhaustion disorder,2024,10.3389/fpsyt.2024.1431572,,"Cully, Sean Arthur and Björnsdotter, Malin",exclude,,insufficient effort+outcome overlap
PetruoVanessaA20184834w,On the role of the prefrontal cortex in fatigue effects on cognitive flexibility - a system neurophysiological approach,2018,10.1038/s41598-018-24834-w,,"Petruo, Vanessa A. and Mückschel, Moritz and Beste, Christian",exclude,,insufficient effort+outcome overlap
SoutschekAlexander20221021z,Brain stimulation over dorsomedial prefrontal cortex modulates effort-based decision making,2022,10.3758/s13415-022-01021-z,,"Soutschek, Alexander and Nadporozhskaia, Lidiia and Christian, Patricia",exclude,,insufficient effort+outcome overlap
PattersonBD1981810395,Metabolic Aspects of Chilling Resistance: Alanine Accumulation and Glutamate Depletion in Relation to Chilling Sensitivity in Passionfruit Species,1981,10.1071/pp9810395,,"Patterson, BD and Pearson, JA and Payne, LA and Ferguson, IB",include,L2,theory:depletion;glutamate;metabolic
TimmerKristin201820321,Metabotropic Glutamate Receptor 5 in the Medial Prefrontal Cortex: Role in Cocaine Sensitization and Addiction,2018,10.21007/etd.cghs.2012.0321,,"Timmer, Kristin",exclude,,insufficient effort+outcome overlap
JohnsonEricJ200810003,"Man, my brain is tired: Linking depletion and cognitive effort in choice",2008,10.1016/j.jcps.2007.10.003,,"Johnson, Eric J.",include,general,effort:cognitive effort; outcome:depletion
XieXiaohu201770360,Role of Medial Prefrontal Cortical Group II Metabotropic Glutamate Receptor in the Development of Cocaine Sensitization,2017,10.21007/etd.cghs.2007.0360,,"Xie, Xiaohu",exclude,,insufficient effort+outcome overlap
CausseMickal20171516,Eliciting Sustained Mental Effort Using the Toulouse N-Back Task: Prefrontal Cortex and Pupillary Responses,2017,10.1007/978-3-319-41691-5_16,,"Causse, Mickaël and Peysakhovich, Vsevolod and Mandrick, Kevin",exclude,,insufficient effort+outcome overlap
SummersKyle201850306,"Effects of Cocaine Sensitization on Drug Self-Administration, Mesocorticolimbic SAPAP Levels, and Prefrontal Ionotropic Glutamate Receptors",2018,10.21007/etd.cghs.2015.0306,,"Summers, Kyle",exclude,,insufficient effort+outcome overlap
LopezGamundiPaula2023m9fyk,Disentangling Effort from Probability of Success: Theta Oscillatory Dynamics Reveal the Role of Medial Prefrontal Cortex in Effort-Based Reward,2023,10.31234/osf.io/m9fyk,,"Lopez-Gamundi, Paula and Marco-Pallares, Josep and Herrero, Ernest Mas",exclude,,insufficient effort+outcome overlap
MaleKeith201800718,Metabolic regulation of glutamate dehydrogenase.,2018,10.22215/etd/1982-00718,,"Male, Keith",exclude,,insufficient effort+outcome overlap
SzumlinskiKK201700555,Ventromedial Prefrontal Cortex Glutamate and Cocaine-Craving During Abstinence,2017,10.1016/b978-0-12-803750-8.00055-5,,"Szumlinski, K.K.",exclude,,insufficient effort+outcome overlap
ArnoneDanilo201504016,Indirect evidence of selective glial involvement in glutamate-based mechanisms of mood regulation in depression: Meta-analysis of absolute prefrontal neuro-metabolic concentrations,2015,10.1016/j.euroneuro.2015.04.016,,"Arnone, Danilo and Mumuni, Abdul Nashirudeen and Jauhar, Sameer and Condon, Barr",exclude,,insufficient effort+outcome overlap
ShimizuHiroshi200606064,Production of Glutamate and Glutamate-Related Amino Acids: Molecular Mechanism Analysis and Metabolic Engineering,2006,10.1007/7171_2006_064,,"Shimizu, Hiroshi and Hirasawa, Takashi",exclude,,insufficient effort+outcome overlap
AbdallahChadiG201704006,Prefrontal Connectivity and Glutamate Transmission: Relevance to Depression Pathophysiology and Ketamine Treatment,2017,10.1016/j.bpsc.2017.04.006,,"Abdallah, Chadi G. and Averill, Christopher L. and Salas, Ramiro and Averill, Ly",exclude,,insufficient effort+outcome overlap
BorragnGuillermo201800440,Decreased Intra-Hemispheric Prefrontal Connectivity and Impaired Performance After Induction of Cognitive Fatigue During a State of Sleep Deprivation. An Optical Imaging Study,2018,10.1016/b978-0-12-811926-6.00044-0,,"Borragán, Guillermo and Guillaume, Céline and Slama, Hichem and Guerrero-Mosquer",exclude,,insufficient effort+outcome overlap
unknown2012169180,Cognitive Enhancers: Role of the Glutamate System,2012,10.1007/springerreference_169180,,,exclude,,insufficient effort+outcome overlap
StanleyJeffrey2022234v1,Basal glutamate in the hippocampus and the dorsolateral prefrontal cortex in schizophrenia: Relationships to cognitive proficiency investigated with structural equation modeling,2022,10.21203/rs.3.rs-1976234/v1,,"Stanley, Jeffrey and Daugherty, Ana and Gorey, Claire Richter and Thomas, Patric",exclude,,insufficient effort+outcome overlap
DiMiceliMathieu2016c992de,Effect of chronic methylphenidate administration on glutamate N-methyl-D-aspartate receptor function in prefrontal cortex and striatum,2016,10.26226/morressier.5785edc6d462b80296c992de,,"Di Miceli, Mathieu",exclude,,insufficient effort+outcome overlap
BurrowsKristanB20032211,"Methamphetamine Toxicity: Roles for Glutamate, Oxidative Processes, and Metabolic Stress",2003,10.1385/1-59259-306-2:211,,"Burrows, Kristan B. and Yamamoto, Bryan K.",exclude,,insufficient effort+outcome overlap
YuenEuniceY201212033,Repeated Stress Causes Cognitive Impairment by Suppressing Glutamate Receptor Expression and Function in Prefrontal Cortex,2012,10.1016/j.neuron.2011.12.033,,"Yuen, Eunice Y. and Wei, Jing and Liu, Wenhua and Zhong, Ping and Li, Xiangning ",exclude,,insufficient effort+outcome overlap
VassenaEliana2017216036,Preparation for mental effort recruits Dorsolateral Prefrontal Cortex: an fNIRS investigation,2017,10.1101/216036,,"Vassena, Eliana and Gerrits, Robin and Demanet, Jelle and Verguts, Tom and Siugz",exclude,,insufficient effort+outcome overlap
CarliMirjana201120657,"Effects of aripiprazole, olanzapine, and haloperidol in a model of cognitive deficit of schizophrenia in rats: relationship with glutamate release in the medial prefrontal cortex",2011,10.1007/s00213-010-2065-7,,"Carli, Mirjana and Calcagno, Eleonora and Mainolfi, Pierangela and Mainini, Este",exclude,,insufficient effort+outcome overlap
AmitaiShenhav201500090,Anterior cingulate cortex and the expected value of control,2015,10.3389/conf.fnhum.2015.217.00090,,"Amitai, Shenhav and Matthew, Botvinick and Jonathan, Cohen",exclude,,insufficient effort+outcome overlap
YeeDebbieM2020305482,Dorsal Anterior Cingulate Cortex Encodes the Integrated Incentive Motivational Value of Cognitive Task Performance,2020,10.1101/2020.09.20.305482,,"Yee, Debbie M. and Crawford, Jennifer L. and Lamichhane, Bidhan and Braver, Todd",include,L3,effort:cognitive task; outcome:anterior cingulate
AzabHabiba2020892380,Dorsal anterior cingulate cortex neurons only partially integrate determinants of value,2020,10.1101/2020.01.01.892380,,"Azab, Habiba and Hayden, Benjamin",exclude,,insufficient effort+outcome overlap
MigMarta202202450,P216. Effects of Acute Stress on Dorsal Anterior Cingulate Encoding of Expected Value in MDD,2022,10.1016/j.biopsych.2022.02.450,,"Migó, Marta and Cooper, Jessica A. and DeVries, Brittany and Nuutinen, Makiah an",exclude,,insufficient effort+outcome overlap
UmemotoAkina2017199687,Electrophysiological indices of anterior cingulate cortex function reveal changing levels of cognitive effort and reward valuation that sustain task performance,2017,10.1101/199687,,"Umemoto, Akina and Inzlicht, Michael and Holroyd, Clay B.",include,general,effort:cognitive effort; outcome:anterior cingulate
FerroDemetrio2025640771,Accumulation of virtual tokens towards a jackpot reward enhances performance and value encoding in dorsal anterior cingulate cortex,2025,10.1101/2025.03.03.640771,,"Ferro, Demetrio and Azab, Habiba and Hayden, Benjamin and Moreno-Bote, Rubén",exclude,,insufficient effort+outcome overlap
EbitzRBecket2016n4387,Dorsal anterior cingulate: a Rorschach test for cognitive neuroscience,2016,10.1038/nn.4387,,"Ebitz, R Becket and Hayden, Benjamin Yost",exclude,,insufficient effort+outcome overlap
FerroDemetrio2025777v1,Accumulation of virtual tokens towards a jackpot reward enhances performance and value encoding in dorsal anterior cingulate cortex,2025,10.21203/rs.3.rs-6161777/v1,,"Ferro, Demetrio and Azab, Habiba and Hayden, Benjamin and Bote, Rubén Moreno",exclude,,insufficient effort+outcome overlap
VincentCosta2024eview2,"Review for ""Meta-Analysis Reveals That Explore-Exploit Decisions Are Dissociable by Activation in the Dorsal Lateral Prefrontal Cortex, Anterior Insula, and Dorsal Anterior Cingulate Cortex""",2024,10.1111/ejn.70081/v1/review2,,Vincent Costa,exclude,,insufficient effort+outcome overlap
HogeveenJeremy2024eview1,"Review for ""Meta-Analysis Reveals That Explore-Exploit Decisions Are Dissociable by Activation in the Dorsal Lateral Prefrontal Cortex, Anterior Insula, and Dorsal Anterior Cingulate Cortex""",2024,10.1111/ejn.70081/v1/review1,,"Hogeveen, Jeremy",exclude,,insufficient effort+outcome overlap
ArulpragasamAmanda201903466,T143. Dissecting a Specific Role for Dorsal Anterior Cingulate Cortex in Effort-Based Decision-Making With Computational fMRI,2019,10.1016/j.biopsych.2019.03.466,,"Arulpragasam, Amanda and Kwok, Kristi and Cooper, Jessica and Treadway, Michael",exclude,,insufficient effort+outcome overlap
VassenaEliana2018273706,Testing competing models of dorsal anterior cingulate,2018,10.1101/273706,,"Vassena, Eliana and Deraeve, James and Alexander, William H.",exclude,,insufficient effort+outcome overlap
AlexanderWilliam2020m9xh3,"Symmetric and Asymmetric Causal Neural Firing Interactions across Striatum, Anterior Cingulate and Prefrontal Cortex during Cognitive Control",2020,10.31234/osf.io/m9xh3,,"Alexander, William and Womelsdorf, Thilo",include,general,effort:cognitive control; outcome:anterior cingulate
EmmanuelProcyk2024eview1,"Review for ""Meta-Analysis Reveals That Explore-Exploit Decisions Are Dissociable by Activation in the Dorsal Lateral Prefrontal Cortex, Anterior Insula, and Dorsal Anterior Cingulate Cortex""",2024,10.1111/ejn.70081/v2/review1,,Emmanuel Procyk,exclude,,insufficient effort+outcome overlap
unknown2025ision1,"Decision letter for ""Meta-Analysis Reveals That Explore-Exploit Decisions Are Dissociable by Activation in the Dorsal Lateral Prefrontal Cortex, Anterior Insula, and Dorsal Anterior Cingulate Cortex""",2025,10.1111/ejn.70081/v3/decision1,,,exclude,,insufficient effort+outcome overlap
unknown2024ision1,"Decision letter for ""Meta-Analysis Reveals That Explore-Exploit Decisions Are Dissociable by Activation in the Dorsal Lateral Prefrontal Cortex, Anterior Insula, and Dorsal Anterior Cingulate Cortex""",2024,10.1111/ejn.70081/v1/decision1,,,exclude,,insufficient effort+outcome overlap
unknown2025ision1,"Decision letter for ""Meta-Analysis Reveals That Explore-Exploit Decisions Are Dissociable by Activation in the Dorsal Lateral Prefrontal Cortex, Anterior Insula, and Dorsal Anterior Cingulate Cortex""",2025,10.1111/ejn.70081/v2/decision1,,,exclude,,insufficient effort+outcome overlap
ManchandiaMilan2020f7c722,Structural and Functional Abnormalities of the Dorsal Anterior Cingulate Cortex in Obsessive-Compulsive Disorder,2020,10.26226/morressier.5e8335ba7cb08a046ef7c722,,"Manchandia, Milan",exclude,,insufficient effort+outcome overlap
SazhinDaniel2025ponse1,"Author response for ""Meta-Analysis Reveals That Explore-Exploit Decisions Are Dissociable by Activation in the Dorsal Lateral Prefrontal Cortex, Anterior Insula, and Dorsal Anterior Cingulate Cortex""",2025,10.1111/ejn.70081/v3/response1,,"Sazhin, Daniel and Dachs, Abraham and Smith, David V.",exclude,,insufficient effort+outcome overlap
SazhinDaniel2023563317,"Meta-Analysis Reveals That Explore-Exploit Decisions are Dissociable by Activation in the Dorsal Lateral Prefrontal Cortex, Anterior Insula, and the Dorsal Anterior Cingulate Cortex",2023,10.1101/2023.10.21.563317,,"Sazhin, Daniel and Dachs, Abraham and Smith, David V.",exclude,,insufficient effort+outcome overlap
WangMayaZhe2020115139,Curiosity is associated with enhanced tonic firing in dorsal anterior cingulate cortex,2020,10.1101/2020.05.25.115139,,"Wang, Maya Zhe and Hayden, Benjamin Yost",exclude,,insufficient effort+outcome overlap
SazhinDaniel2024ponse1,"Author response for ""Meta-Analysis Reveals That Explore-Exploit Decisions Are Dissociable by Activation in the Dorsal Lateral Prefrontal Cortex, Anterior Insula, and Dorsal Anterior Cingulate Cortex""",2024,10.1111/ejn.70081/v2/response1,,"Sazhin, Daniel and Dachs, Abraham and Smith, David V.",exclude,,insufficient effort+outcome overlap
HuntLaurence2022eview2,"Review for ""Precise functional connections between the dorsal anterior cingulate cortex and areas recruited for physical inference""",2022,10.1111/ejn.15670/v2/review2,,"Hunt, Laurence",exclude,,insufficient effort+outcome overlap
EvanEdwardHart2022eview1,"Review for ""Precise functional connections between the dorsal anterior cingulate cortex and areas recruited for physical inference""",2022,10.1111/ejn.15670/v2/review1,,Evan Edward Hart,exclude,,insufficient effort+outcome overlap
BushKeithA2020283671,Action-value processing underlies the role of the dorsal anterior cingulate cortex in performance monitoring during self-regulation of affect,2020,10.1101/2020.09.08.283671,,"Bush, Keith A. and James, G. Andrew and Privratsky, Anthony A. and Fialkowski, K",exclude,,insufficient effort+outcome overlap
SilvettiMassimo2017130195,Dorsal anterior cingulate-midbrain ensemble as a reinforcement meta-learner,2017,10.1101/130195,,"Silvetti, Massimo and Vassena, Eliana and Abrahamse, Elger and Verguts, Tom",exclude,,insufficient effort+outcome overlap
LaurenceHunt2021eview2,"Review for ""Precise functional connections between the dorsal anterior cingulate cortex and areas recruited for physical inference""",2021,10.1111/ejn.15670/v1/review2,,Laurence Hunt,exclude,,insufficient effort+outcome overlap
CrawfordJenniferLee2024chk8v,Generalized encoding of the relative subjective value of cognitive effort in dorsal ACC,2024,10.31234/osf.io/chk8v,,"Crawford, Jennifer Lee and Brough, Rachel Elizabeth and Eisenstein, Sarah and Pe",exclude,,insufficient effort+outcome overlap
EvanEdwardHart2021eview1,"Review for ""Precise functional connections between the dorsal anterior cingulate cortex and areas recruited for physical inference""",2021,10.1111/ejn.15670/v1/review1,,Evan Edward Hart,exclude,,insufficient effort+outcome overlap
CaiXinying2021448291,Neuronal Activity in Dorsal Anterior Cingulate Cortex during Economic Choices under Variable Action Costs,2021,10.1101/2021.06.14.448291,,"Cai, Xinying and Padoa-Schioppa, Camillo",exclude,,insufficient effort+outcome overlap
CrawfordJenniferLee2024k8vv1,Generalized encoding of the relative subjective value of cognitive effort in dorsal ACC,2024,10.31234/osf.io/chk8v_v1,,"Crawford, Jennifer Lee and Brough, Rachel Elizabeth and Eisenstein, Sarah and Pe",exclude,,insufficient effort+outcome overlap
MedallaMaria200901006,Synapses with Inhibitory Neurons Differentiate Anterior Cingulate from Dorsolateral Prefrontal Pathways Associated with Cognitive Control,2009,10.1016/j.neuron.2009.01.006,,"Medalla, Maria and Barbas, Helen",include,general,effort:cognitive control; outcome:anterior cingulate
VolohBenjamin2020xm278,Oscillations as a window into neuronal mechanisms underlying dorsal Anterior Cingulate Cortex function,2020,10.31234/osf.io/xm278,,"Voloh, Benjamin and Knoebl, Rachel and Hayden, Benjamin and Zimmermann, Jan",exclude,,insufficient effort+outcome overlap
CaiXinying202195sa2,Author response: Neuronal activity in dorsal anterior cingulate cortex during economic choices under variable action costs,2021,10.7554/elife.71695.sa2,,"Cai, Xinying and Padoa-Schioppa, Camillo",exclude,,insufficient effort+outcome overlap
unknown2021ision1,"Decision letter for ""Precise functional connections between the dorsal anterior cingulate cortex and areas recruited for physical inference""",2021,10.1111/ejn.15670/v1/decision1,,,exclude,,insufficient effort+outcome overlap
FengPan2014nst170,Memory consolidation of fear conditioning: Bi-stable amygdala connectivity with dorsal anterior cingulate and medial prefrontal cortex,2014,10.1093/scan/nst170,,"Feng, Pan and Feng, Tingyong and Chen, Zhencai and Lei, Xu",exclude,,insufficient effort+outcome overlap
unknown2022ision1,"Decision letter for ""Precise functional connections between the dorsal anterior cingulate cortex and areas recruited for physical inference""",2022,10.1111/ejn.15670/v2/decision1,,,exclude,,insufficient effort+outcome overlap
MagnoElena200921169,The Role of the Dorsal Anterior Cingulate in Evaluating Behavior for Achieving Gains and Avoiding Losses,2009,10.1162/jocn.2008.21169,,"Magno, Elena and Simões-Franklin, Cristina and Robertson, Ian H. and Garavan, Hu",exclude,,insufficient effort+outcome overlap
ClaussJacquelineA201100079,Expectation and temperament moderate amygdala and dorsal anterior cingulate cortex responses to fear faces,2011,10.3758/s13415-010-0007-9,,"Clauss, Jacqueline A. and Cowan, Ronald L. and Blackford, Jennifer Urbano",exclude,,insufficient effort+outcome overlap
HoganPatrickS2016079467,Dissociable Roles of Ventromedial Prefrontal Cortex and Anterior Cingulate in Subjective Valuation of Prospective Effort,2016,10.1101/079467,,"Hogan, Patrick S. and Galaro, Joseph K. and Chib, Vikram S.",exclude,,insufficient effort+outcome overlap
EichstaedtJillian202433541,¹H fMRS detects changes in dorsal anterior cingulate cortex glutamate driven by inhibitory control,2024,10.58530/2023/3541,,"Eichstaedt, Jillian and Khatib, Dalal and Easter, Phil and Rosenberg, David and ",exclude,,insufficient effort+outcome overlap
CiceroDC200919731,Prefrontal Cortex and Anterior Cingulate Cue-Related Activity during a Cognitive Control Task,2009,10.1016/s1053-8119(09)71973-1,,"Cicero, D.C. and Becker, T.M. and Docherty, A.R. and Martin, E.A. and Kerns, J.G",include,general,effort:cognitive control; outcome:anterior cingulate
MartinKevanA2009618026,Faculty Opinions recommendation of Synapses with inhibitory neurons differentiate anterior cingulate from dorsolateral prefrontal pathways associated with cognitive control.,2009,10.3410/f.1157953.618026,,"Martin, Kevan A",include,general,effort:cognitive control; outcome:anterior cingulate
AnaNavarroCebrin2022ponse1,"Author response for ""Precise functional connections between the dorsal anterior cingulate cortex and areas recruited for physical inference""",2022,10.1111/ejn.15670/v2/response1,,Ana Navarro‐Cebrián and Jason Fischer,exclude,,insufficient effort+outcome overlap
IzquierdoAlicia202195sa1,Decision letter: Neuronal activity in dorsal anterior cingulate cortex during economic choices under variable action costs,2021,10.7554/elife.71695.sa1,,"Izquierdo, Alicia",exclude,,insufficient effort+outcome overlap
MacDonaldAngus200009364,Functional double dissociation of dorsolateral prefrontal cortex and anterior cingulate cortex in cognitive control,2000,10.1016/s1053-8119(00)90936-4,,"MacDonald, Angus and Cohen, Jonathan and Andrew Stenger, V. and Carter, Cameron",include,general,effort:cognitive control; outcome:anterior cingulate
HolecVictoria201400012,Not all effort is equal: the role of the anterior cingulate cortex in different forms of effort-reward decisions,2014,10.3389/fnbeh.2014.00012,,"Holec, Victoria and Pirot, Heather L. and Euston, David R.",exclude,,insufficient effort+outcome overlap
JinYuhao2025679390,Single-Neuron Encoding of Learnability in the Dorsal Anterior Cingulate Cortex,2025,10.1101/2025.09.29.679390,,"Jin, Yuhao and Jensen, Greg and Ferrera, Vincent and Gottlieb, Jacqueline",exclude,,insufficient effort+outcome overlap
GilbertsonHayley2020348649,Dorsal anterior cingulate cortex intrinsic functional connectivity linked to electrocortical measures of error-monitoring,2020,10.1101/2020.10.21.348649,,"Gilbertson, Hayley and Fang, Lin and Andrzejewski, Jeremy A. and Carlson, Joshua",exclude,,insufficient effort+outcome overlap
WangHaiYang2019214158,&lt;p&gt;Disorder-specific dysfunction in dorsal anterior cingulate cortex and parietal cortex during cognitive reappraisal in anxiety disorder [Letter]&lt;/p&gt;,2019,10.2147/ndt.s214158,,"Wang, Hai-Yang and Zhang, Bing-Wei and Li, Xue-Lin",exclude,,insufficient effort+outcome overlap
FerariuAna2024575762,"Alcohol Sipping Patterns, Personality, and Psychopathology in Children: Moderating Effects of Dorsal Anterior Cingulate Cortex (dACC)",2024,10.1101/2024.01.15.575762,,"Ferariu, Ana and Taylor, Alexei and Chang, Hansoo and Zhang, Fengqing",exclude,,insufficient effort+outcome overlap
KimJaeChang2024608617,Social risk coding by amygdala activity and connectivity with dorsal anterior cingulate cortex,2024,10.1101/2024.08.22.608617,,"Kim, Jae-Chang and Zangemeister, Leopold and Tobler, Philippe N. and Schultz, Wo",exclude,,insufficient effort+outcome overlap
AzabHabiba2017003091,Correlates of decisional dynamics in the dorsal anterior cingulate cortex,2017,10.1371/journal.pbio.2003091,,"Azab, Habiba and Hayden, Benjamin Y.",exclude,,insufficient effort+outcome overlap
HolroydClayB200808013,Dorsal anterior cingulate cortex integrates reinforcement history to guide voluntary behavior,2008,10.1016/j.cortex.2007.08.013,,"Holroyd, Clay B. and Coles, Michael G.H.",exclude,,insufficient effort+outcome overlap
FiniMaria2020234401,"Transcranial Focused Ultrasound Alters Conflict and Emotional Processing, Physiology, and Performance I: Dorsal Anterior Cingulate Cortex Targeting",2020,10.1101/2020.11.25.20234401,,"Fini, Maria and Tyler, William J.",exclude,,insufficient effort+outcome overlap
RobertHester201200128,Impaired learning from errors in chronic cannabis users: Dorsal anterior cingulate cortex and hippocampus hypoactivity,2012,10.3389/conf.fnhum.2012.208.00128,,"Robert, Hester",exclude,,insufficient effort+outcome overlap
VenturaBortCarlos2023tuzwp,Transcutaneous auricular vagus nerve stimulation modulates the processing of interoceptive prediction error signals and their role in allostatic regulation.,2023,10.31234/osf.io/tuzwp,,"Ventura-Bort, Carlos and Weymar, Mathias",include,L4,theory:interocepti;allostatic;prediction error
TschantzAlexander2022108266,"Simulating homeostatic, allostatic and goal-directed forms of interoceptive control using active inference",2022,10.1016/j.biopsycho.2022.108266,,"Tschantz, Alexander and Barca, Laura and Maisto, Domenico and Buckley, Christoph",exclude,,insufficient effort+outcome overlap
TschantzAlexander2021431365,"Simulating homeostatic, allostatic and goal-directed forms of interoceptive control using Active Inference",2021,10.1101/2021.02.16.431365,,"Tschantz, Alexander and Barca, Laura and Maisto, Domenico and Buckley, Christoph",exclude,,insufficient effort+outcome overlap
unknown202097462,"From allostatic agents to counterfactual cognisers: active inference, biological regulation, and the origins of cognition",2020,10.37473/dac/10.1007/s10539-020-09746-2,,,exclude,,insufficient effort+outcome overlap
IshidaKai2025181v1,Active Inference in Music Perception: Motor Engagement to Syncopation Modulates Rhythmic Prediction Error,2025,10.22541/au.173641320.01345181/v1,,"Ishida, Kai and Nittono, Hiroshi",exclude,,insufficient effort+outcome overlap
VenturaBortCarlos202426613,Transcutaneous auricular vagus nerve stimulation modulates the processing of interoceptive prediction error signals and their role in allostatic regulation,2024,10.1002/hbm.26613,,"Ventura‐Bort, Carlos and Weymar, Mathias",include,L4,theory:interocepti;allostatic;prediction error
unknown2025eview2,"Review for ""A GI‐Interoceptive Threat Theory of Restrictive Eating: Insights From Active Inference and Chronic Pain""",2025,10.1002/brb3.70892/v1/review2,,,exclude,,insufficient effort+outcome overlap
unknown2025eview1,"Review for ""A GI‐Interoceptive Threat Theory of Restrictive Eating: Insights From Active Inference and Chronic Pain""",2025,10.1002/brb3.70892/v1/review1,,,exclude,,insufficient effort+outcome overlap
DemingPhilip2025n9gv1,Brain evidence of allostatic and interoceptive dysfunction in psychopathy,2025,10.31234/osf.io/rcn9g_v1,,"Deming, Philip and Shaffer, Clare",exclude,,insufficient effort+outcome overlap
DavisMatthewH202030022,Three Functions of Prediction Error for Bayesian Inference in Speech Perception,2020,10.7551/mitpress/11442.003.0022,,"Davis, Matthew H. and Sohoglu, Ediz",exclude,,insufficient effort+outcome overlap
BarcaLaura20182s7qk,Keep your interoceptive stream under control: an active inference perspective on Anorexia Nervosa.,2018,10.31219/osf.io/2s7qk,,"Barca, Laura and Pezzulo, Giovanni",exclude,,insufficient effort+outcome overlap
unknown2025ision1,"Decision letter for ""A GI‐Interoceptive Threat Theory of Restrictive Eating: Insights From Active Inference and Chronic Pain""",2025,10.1002/brb3.70892/v1/decision1,,,exclude,,insufficient effort+outcome overlap
